Species,BxY_Slope,BxY_StErr,BxY_t.value,BxY_p.value,BxY_Intercept,BxY_F Stat,BxY_numDF,BxY_denDF,BxY_adj.r.squ,BxP_Slope,BxP_StErr,BxP_t.value,BxP_p.value,BxP_Intercept,BxP_F Stat,BxP_numDF,BxP_denDF,BxP_adj.r.squ,BxH_Slope,BxH_StErr,BxH_t.value,BxH_p.value,BxH_Intercept,BxH_F Stat,BxH_numDF,BxH_denDF,BxH_adj.r.squ,BxL_Slope,BxL_StErr,BxL_t.value,BxL_p.value,BxL_Intercept,BxL_F Stat,BxL_numDF,BxL_denDF,BxL_adj.r.squ
Achillea lanulosa Nuttall,-0.468294846,0.225296054,-2.078575447,0.046936561,1136.307057,4.320475888,1,28,0.102735984,0.000520162,0.000433308,1.200443439,0.240025165,165.0264432,1.441064451,1,28,0.014981267,-13.86519604,3.744043598,-3.703267784,0.000925524,319.063833,13.71419228,1,28,0.304792963,-14.70435995,4.356360831,-3.375376953,0.002176298,114.4448629,11.39316958,1,28,0.263831768
Acomastylis rossii (R. Brown) Greene ssp turbinata (Rydberg) W. A. Weber,-0.372164841,0.166862384,-2.230369914,0.030150312,927.0823769,4.974549955,1,51,0.071006376,-0.000110843,0.000250828,-0.44190694,0.660424774,197.6918168,0.195281743,1,51,-0.015718602,-6.375597671,3.592505212,-1.774694063,0.081917007,240.2566275,3.149539018,1,51,0.039696349,-8.971781135,3.586176584,-2.501767809,0.015607664,132.8950801,6.258842169,1,51,0.09184332
Adoxa moschatellina L.,0.094132021,0.201362117,0.467476319,0.645768791,17.08271753,0.218534109,1,18,-0.042894005,-6.18476E-05,0.000391213,-0.158091789,0.876144531,208.3129647,0.024993014,1,18,-0.054091948,7.916487355,4.849922483,1.632291523,0.119988782,138.3408498,2.664375615,1,18,0.080543233,3.326276032,5.582899266,0.59579725,0.558728691,223.7502626,0.354974364,1,18,-0.035141735
Agoseris aurantiaca (Hooker) Greene,-0.301908767,0.176472827,-1.710794645,0.097442416,803.0059366,2.926818317,1,30,0.058518205,0.000138835,0.000294235,0.471851399,0.640446877,191.7435206,0.222643743,1,30,-0.025720988,-7.488445845,3.301509761,-2.26818831,0.030678745,264.0308336,5.144678208,1,30,0.117931887,-3.710450615,3.69881517,-1.003145722,0.323813648,180.3627727,1.00630134,1,30,0.000203228
Agoseris glauca (Pursh) Rafinesque var dasycephala (Torrey & Gray) Jepson,-0.57075986,0.181815175,-3.139231142,0.005163778,1344.110366,9.854772166,1,20,0.296594867,0.000580622,0.000336767,1.724105529,0.100112637,159.6809841,2.972539875,1,20,0.085865119,-5.714207833,2.663885935,-2.145064756,0.04440968,255.1266292,4.601302809,1,20,0.146386671,-8.082603804,3.350452391,-2.412391779,0.025572368,158.675012,5.819634097,1,20,0.186665469
Agrostis scabra Willdenow,-0.691751664,0.173234653,-3.993148323,0.001333853,1594.663325,15.94523353,1,14,0.499085556,2.99107E-05,0.000487948,0.06129901,0.95198759,216.3948762,0.003757569,1,14,-0.07114108,-8.398003655,3.345508086,-2.510232658,0.024967962,289.1877706,6.301267999,1,14,0.261129896,-13.0393773,3.2059055,-4.067299334,0.001153545,140.4947401,16.54292387,1,14,0.508887883
Allium geyeri S. Watson,-0.213401776,0.175817459,-1.213768973,0.236178636,620.3484206,1.473235119,1,25,0.017875984,0.000542491,0.000327723,1.655334656,0.110357968,152.473119,2.740132822,1,25,0.062729794,-9.265523983,3.001593087,-3.086868778,0.004896048,271.1110916,9.52875885,1,25,0.247004501,-7.380886494,3.287294624,-2.245276843,0.033837469,151.4552484,5.0412681,1,25,0.134523885
Alsinanthe macrantha (Rydberg) W. A. Weber,-0.101510438,0.200226097,-0.506979057,0.616612372,407.0959368,0.257027764,1,25,-0.029416456,0.000222266,0.000329891,0.673755999,0.506648522,188.1135347,0.453947147,1,25,-0.021452581,-9.00596954,3.963506779,-2.272222565,0.031933673,279.6321399,5.162995385,1,25,0.138016644,-11.57961837,5.29082421,-2.188622776,0.038179564,133.1256017,4.790069653,1,25,0.127225941
Amerosedum lanceolatum (Torrey) Löve & Löve,-0.280815737,0.468485512,-0.599411785,0.565483306,766.5836492,0.359294488,1,8,-0.076645884,0.000224684,0.000525195,0.42781064,0.680072436,192.3748078,0.183021944,1,8,-0.099838185,-2.365369835,7.695373459,-0.307375574,0.766407008,229.427035,0.094479744,1,8,-0.111868864,-6.34836528,12.0943796,-0.524902103,0.613882428,169.6371465,0.275522217,1,8,-0.08754466
Androsace chamaejasme Host ssp carinata (Torrey) Hultén,-0.319069563,0.18327769,-1.740907817,0.103620626,818.3870968,3.030760027,1,14,0.119240716,-0.000112273,0.00032502,-0.345433445,0.734903871,196.9356606,0.119324265,1,14,-0.062373788,1.405728216,7.978343034,0.176193003,0.86266558,177.1409912,0.031043974,1,14,-0.069058014,-6.520351885,4.137799043,-1.575801971,0.137393292,145.172182,2.48315185,1,14,0.089979869
Androsace septentrionalis L.,-0.217995924,0.174443798,-1.249662797,0.221767927,617.0939879,1.561657105,1,28,0.018999514,0.000324531,0.000284304,1.14149513,0.263332678,158.726573,1.303011133,1,28,0.010340614,-7.7149406,3.020722188,-2.554005341,0.016378141,247.1437485,6.52294328,1,28,0.159978923,-8.450219057,3.684126474,-2.293683215,0.029520852,131.1885375,5.260982692,1,28,0.128107541
Anemonastrum narcissiflorum (L.) Holub ssp zephyrum (A. Nelson) W. A. Weber,0.083352958,0.175615899,0.474632185,0.641462616,29.48440153,0.225275711,1,16,-0.047747989,0.00035057,0.000228062,1.537171101,0.143790471,165.2608944,2.362894995,1,16,0.074220051,-2.093230279,4.010772776,-0.521901986,0.608888576,210.4792729,0.272381683,1,16,-0.044714924,0.872878535,4.344115577,0.200933543,0.843282603,199.8408005,0.040374289,1,16,-0.059825643
Anemone multifida Poiret var globosa (Nuttall) Torrey & Gray,0.204083283,0.208831819,0.977261437,0.340719575,-215.9313575,0.955039916,1,19,-0.002253069,0.000441978,0.000328459,1.345611038,0.194267382,151.971817,1.810669066,1,19,0.038954493,-5.724318225,5.106833423,-1.120913441,0.276293032,234.2623915,1.256446942,1,19,0.012660016,1.006468362,4.705235219,0.213903942,0.832900716,194.8642522,0.045754896,1,19,-0.050102771
Angelica grayi (Coulter & Rose) Coulter & Rose,-0.219404096,0.124541549,-1.761693968,0.086854835,638.2085389,3.103565637,1,35,0.05520653,1.58659E-05,0.000207541,0.076446897,0.93949889,201.2490283,0.005844128,1,35,-0.028399711,-7.908056399,2.034783736,-3.886435821,0.000433055,267.3125551,15.10438339,1,35,0.281499989,-7.783994997,2.527123402,-3.080180014,0.004011844,153.7141762,9.48750892,1,35,0.19078409
Antennaria media Greene,-0.729174484,0.242729665,-3.004060026,0.00653285,1652.838462,9.024376639,1,22,0.258647474,8.83469E-05,0.00052084,0.169623926,0.866855987,195.693777,0.028772276,1,22,-0.044089054,-10.51528814,4.648487667,-2.262087993,0.033912466,288.1671309,5.117042088,1,22,0.151824896,-11.66404747,4.288289211,-2.71997687,0.012504557,130.3586449,7.398274175,1,22,0.217641149
Antennaria pulcherrima (Hooker) Greene ssp anaphaloides (Rydberg) W. A. Weber,-0.037274204,0.270518117,-0.1377882,0.893812747,266.0601166,0.018985588,1,8,-0.122336473,0.000476755,0.000385675,1.23615952,0.251461129,154.3483046,1.528090359,1,8,0.055424575,-6.972101032,8.660300796,-0.805064535,0.444048825,250.6283976,0.648128905,1,8,-0.04068754,-3.625107683,5.39975581,-0.671346596,0.520909387,169.9013436,0.450706252,1,8,-0.064999745
Antennaria rosea Greene,-0.448868481,0.196898421,-2.279695691,0.033181308,1091.736651,5.197012445,1,21,0.160209583,3.22736E-05,0.000393336,0.082051048,0.935383155,197.2441009,0.006732374,1,21,-0.0472833,-7.970702772,3.269436553,-2.437943861,0.023745089,264.7633743,5.943570267,1,21,0.183478664,-8.026520246,3.382398399,-2.373026267,0.027266836,149.7507817,5.631253664,1,21,0.173902953
Antennaria umbrinella Rydberg,-0.566065089,0.407231178,-1.390033769,0.184803336,1327.974645,1.932193879,1,15,0.055054524,0.000291172,0.000633098,0.459916015,0.652172381,175.1788975,0.211522741,1,15,-0.05183421,-12.51096477,4.924827079,-2.54038661,0.02262491,304.3202968,6.453564128,1,15,0.254203176,-15.58324485,4.873802372,-3.19734853,0.005996311,107.9808596,10.22303762,1,15,0.365659274
Anticlea elegans (Pursh) Rydberg,-0.174911052,0.151397705,-1.155308481,0.262287016,547.1008455,1.334737685,1,19,0.016461372,0.000257876,0.000302115,0.853569052,0.403977045,179.3099435,0.728580127,1,19,-0.013757699,-0.989039821,3.946433763,-0.250616095,0.80480105,207.9475905,0.062808427,1,19,-0.049163353,-2.649771064,3.653777315,-0.725214165,0.477158364,183.8304167,0.525935585,1,19,-0.024278704
Aquilegia coerulea James ex Torrey,-0.187154528,0.128561625,-1.455757323,0.156581489,565.0861981,2.119229382,1,28,0.037159961,0.000212462,0.000230953,0.919937686,0.365463372,175.5329109,0.846285345,1,28,-0.00532875,-4.842339653,2.496688381,-1.939505022,0.062575452,232.2783191,3.76167973,1,28,0.086950053,-4.49918948,2.548405186,-1.765492201,0.088385842,166.0160398,3.11696271,1,28,0.068032434
Aquilegia saximontana Rydberg ex B. L. Robinson in A. Gray,-0.189352912,0.301946752,-0.627106966,0.546166689,562.7073586,0.393263147,1,9,-0.064592766,0.000183293,0.000566252,0.323694631,0.753564483,172.786188,0.104778214,1,9,-0.098324392,-15.35736883,6.484288183,-2.368397023,0.0420192,308.2131338,5.609304459,1,9,0.315504716,-10.78541588,6.8932609,-1.564631898,0.152108513,118.0686206,2.448072976,1,9,0.126490544
Arnica cordifolia Hooker,-0.507996716,0.193828521,-2.620856381,0.015278539,1200.837,6.868888169,1,23,0.196488337,0.000442971,0.000494854,0.895154967,0.379977156,156.7736316,0.801302414,1,23,-0.008348181,-11.79907041,4.026656757,-2.930239928,0.007523174,288.0720498,8.586306037,1,23,0.240177057,-8.944105855,4.241524259,-2.108700861,0.046067401,136.5110652,4.446619319,1,23,0.125575368
Arnica latifolia Bongard,-0.514799585,0.162706459,-3.163977565,0.004678196,1226.887699,10.01075403,1,21,0.290568685,-0.00025554,0.000322656,-0.791987071,0.43722367,226.1349386,0.627243521,1,21,-0.017235506,-4.002879495,3.842540965,-1.041727214,0.309383383,240.1125779,1.085195589,1,21,0.003857588,-7.732137927,4.060208046,-1.904369884,0.070652612,157.306336,3.626624655,1,21,0.106657924
Arnica mollis Hooker,-0.38228152,0.135504955,-2.821162675,0.008152705,967.4508547,7.958958837,1,32,0.174152657,-0.000282625,0.000337941,-0.836314906,0.409179646,231.3447206,0.699422621,1,32,-0.009192131,-2.378983671,3.531966668,-0.673557792,0.505428728,228.275341,0.4536801,1,32,-0.016833835,-5.23496731,2.928737361,-1.787448537,0.083340326,176.4383458,3.194972272,1,32,0.062366075
Arnica parryi A. Gray,-0.004096272,0.206169253,-0.01986849,0.98435545,216.4952525,0.000394757,1,19,-0.052609709,0.000679746,0.00029727,2.286628539,0.033867058,153.4185921,5.228670074,1,19,0.174531663,-7.192938826,3.662705269,-1.963832276,0.064351969,268.5416565,3.85663721,1,19,0.124980643,-1.358938048,4.100063091,-0.331443204,0.743937598,200.3401892,0.109854598,1,19,-0.046580438
Arnica rydbergii Greene,0.300787313,0.323704873,0.929202302,0.367497108,-388.4343765,0.863416918,1,15,-0.008609941,0.000438722,0.000554962,0.790544247,0.441530242,173.4909187,0.624960207,1,15,-0.024002608,-7.807300541,6.191644442,-1.260941356,0.226590224,271.9727677,1.589973104,1,15,0.035562029,-0.045483506,6.990578491,-0.006506401,0.994894424,208.7134004,4.23333E-05,1,15,-0.066663656
Artemisia arctica Lessing ssp saxicola (Rydberg) Hultén,-0.147532144,0.302811812,-0.487207362,0.633651412,505.6925757,0.237371014,1,14,-0.053565296,0.00028968,0.000323505,0.895439983,0.38568921,192.1803533,0.801812764,1,14,-0.013389389,-9.22485345,5.471318323,-1.68603852,0.113936249,287.1733874,2.842725892,1,14,0.109407818,-17.12225359,9.111527017,-1.879185954,0.081197426,99.50050518,3.53133985,1,14,0.144389412
Artemisia scopulorum A. Gray,-0.340229964,0.159422711,-2.134137363,0.037967435,875.3750077,4.554542286,1,48,0.067635301,5.0143E-05,0.000233668,0.214590771,0.830995473,196.3547914,0.046049199,1,48,-0.019854927,-7.725844749,3.173029632,-2.434847967,0.018665171,263.2620212,5.928484622,1,48,0.091389266,-10.64122424,3.511954417,-3.03000067,0.003931602,133.7548584,9.18090406,1,48,0.143070562
Aster foliaceus Lindley ex De Candolle,-0.113198977,0.3239596,-0.349423129,0.73236696,446.0811184,0.122096523,1,13,-0.066902684,-0.000405652,0.000650314,-0.623778545,0.543563775,254.5950346,0.389099673,1,13,-0.045626692,-5.179059382,7.128643865,-0.726513974,0.480401559,263.5538337,0.527822554,1,13,-0.034904172,-4.352818477,7.182834601,-0.606002883,0.554946951,193.83192,0.367239494,1,13,-0.047336663
Astragalus alpinus L.,-0.344419924,0.191167246,-1.801668081,0.085973787,884.0546357,3.246007874,1,21,0.092634131,-9.23708E-05,0.000386184,-0.239188516,0.813278345,206.8576052,0.057211146,1,21,-0.044772731,-10.01402671,3.455579756,-2.897929556,0.008604963,280.2785776,8.397995713,1,21,0.251649663,-7.053411654,3.598528173,-1.960082377,0.063389433,155.5921402,3.841922924,1,21,0.114400279
Astragalus molybdenus Barneby,0.112589329,0.293885891,0.383105593,0.706389766,-21.14682372,0.146769896,1,17,-0.049760399,-0.000315958,0.000525315,-0.601463447,0.555467899,228.0865367,0.361758278,1,17,-0.036761353,0.674164218,9.082821434,0.074224097,0.941698471,196.8427615,0.005509217,1,17,-0.058480506,-5.919892679,7.755945427,-0.763271575,0.455763945,162.3893506,0.582583497,1,17,-0.02374034
Besseya alpina (A. Gray) Rydberg,-0.330732155,0.330247748,-1.001466798,0.33150726,845.0210007,1.002935747,1,16,0.000172661,0.000117395,0.000422426,0.277905644,0.784643871,176.3290884,0.077231547,1,16,-0.05739598,-3.942935558,3.747506855,-1.052148992,0.308362838,217.9714284,1.107017501,1,16,0.006255766,-5.451172184,4.34399404,-1.254875613,0.22754474,152.7186092,1.574712804,1,16,0.032701121
Bistorta bistortoides (Pursh) Small,-0.283703876,0.213826675,-1.326793656,0.191270622,761.7593653,1.760381406,1,45,0.016261232,0.000864109,0.000300055,2.879838095,0.006071704,130.9482551,8.293467453,1,45,0.136854812,-11.45302782,4.317793655,-2.652518563,0.010996863,292.2969309,7.035854727,1,45,0.11599415,-7.532250559,4.382717208,-1.71862573,0.092556239,151.8219829,2.953674399,1,45,0.04074087
Bistorta vivipara (L.) S. Gray,-0.292698615,0.10286987,-2.845328901,0.007566239,780.6408912,8.095896554,1,33,0.17266679,-0.00019211,0.00015809,-1.215193933,0.232915143,214.9417284,1.476696294,1,33,0.013826623,-0.949442078,2.207811217,-0.430037709,0.66996354,207.4775549,0.184932431,1,33,-0.024561375,-4.575713157,2.193569192,-2.085967096,0.04478987,170.8439602,4.351258726,1,33,0.089722779
Boechera drummondii (A. Gray) Löve & Löve (B. stricta),-0.676692945,0.202817797,-3.336457435,0.003289061,1539.530099,11.13194822,1,20,0.325451788,2.97284E-05,0.000399185,0.074472559,0.941374225,192.3960199,0.005546162,1,20,-0.049708907,-7.839148763,3.868562763,-2.026372388,0.056271562,258.347356,4.106185053,1,20,0.128854277,-8.268819241,3.544387129,-2.332933435,0.030207594,143.0892004,5.442578414,1,20,0.174611957
Boechera lemmonii (S. Watson) W. A. Weber,-0.452800901,0.339143198,-1.335131898,0.201743155,1104.238303,1.782577185,1,15,0.046630334,-0.00021027,0.000557221,-0.377354363,0.711195822,223.3108218,0.142396315,1,15,-0.056635929,1.508935549,8.133753319,0.185515283,0.85531018,195.0350287,0.03441592,1,15,-0.064224915,-10.73470237,7.244155128,-1.481843249,0.159083413,136.8392482,2.195859414,1,15,0.069543451
Calamagrostis canadensis [var. canadensis](Michaux) P. Beauvois,-0.326796647,0.196151948,-1.666038241,0.112107414,870.5375939,2.775683421,1,19,0.081544326,0.000553307,0.000397259,1.392811473,0.179761727,177.6601338,1.939923799,1,19,0.044886687,-4.132763815,4.1315182,-1.000301491,0.329734675,256.0193251,1.000603073,1,19,3.01527E-05,-8.265550355,3.917922326,-2.109676933,0.048377441,171.1125363,4.450736761,1,19,0.14714833
Calamagrostis purpurascens R. Brown in Richardson,-0.265623676,0.147601564,-1.799599325,0.085655397,742.4693741,3.238557731,1,22,0.088695945,-0.000623814,0.000293437,-2.125888246,0.044977835,264.7093379,4.519400834,1,22,0.13271042,-5.654131356,2.916951274,-1.938370177,0.065515094,261.7789769,3.757278941,1,22,0.107048534,-5.529688503,2.92216242,-1.892327567,0.071681019,181.7191333,3.580903621,1,22,0.100891808
Campanula rotundifolia L.,-0.433478224,0.174113043,-2.489636712,0.020112467,1074.307201,6.198290959,1,24,0.172138581,0.000312551,0.000333639,0.936795107,0.358195843,187.3535423,0.877585073,1,24,-0.004920692,-8.159742165,3.026605208,-2.696004799,0.012621736,279.7920976,7.268441875,1,24,0.200471834,-13.09229592,2.922979641,-4.479092407,0.0001562,132.4782083,20.06226879,1,24,0.432621136
Campanula uniflora L.,0.057458305,0.111685121,0.514466965,0.610695077,86.90503599,0.264676258,1,30,-0.024296435,0.000239031,0.000163545,1.461559675,0.15425838,181.6635124,2.136156684,1,30,0.035354467,-4.77638706,1.882704024,-2.536982447,0.016618336,239.6500221,6.436279934,1,30,0.149199642,-3.910449409,2.140284583,-1.827069839,0.077653657,176.5211091,3.338184198,1,30,0.070135319
Cardamine cordifolia A. Gray,-0.390603348,0.194763862,-2.005522707,0.055845537,969.7596772,4.022121329,1,25,0.104131648,0.000390949,0.000407654,0.959022497,0.346731164,162.4492608,0.919724149,1,25,-0.003097095,-2.937858764,4.111760295,-0.714501467,0.481536096,218.1060094,0.510512347,1,25,-0.019187684,-3.975143871,3.986238794,-0.997216694,0.328214212,169.5237886,0.994441134,1,25,-0.000213848
Carex albo-nigra Mackenzie in Rydberg,-0.491904204,0.260047086,-1.891596677,0.068570029,1174.144024,3.578137987,1,29,0.079137058,-0.00042097,0.000452614,-0.930086259,0.360004575,232.3926665,0.865060449,1,29,-0.004518308,-5.657572113,5.121063718,-1.10476503,0.27834352,244.7009999,1.220505772,1,29,0.007296561,-7.309937693,5.54272556,-1.3188345,0.197544723,152.728849,1.739324439,1,29,0.024051421
Carex aquatilis Wahlenberg,-0.355006145,0.235231562,-1.509177352,0.144307039,914.7737249,2.277616279,1,24,0.048619946,-0.000312032,0.000429929,-0.72577453,0.474995549,235.2827421,0.526748668,1,24,-0.019295315,-3.88651188,5.055052202,-0.768837141,0.449490292,242.7552235,0.591110549,1,24,-0.016627531,-9.32041695,5.514088016,-1.690291653,0.103921471,152.817746,2.857085873,1,24,0.069146961
Carex arapahoensis Clokey,-0.094482422,0.217956029,-0.433493042,0.67010723,398.0847039,0.187916217,1,17,-0.047247367,3.20596E-05,0.000300874,0.106555025,0.916389334,207.9772175,0.011353973,1,17,-0.058116834,-3.296923666,4.36880212,-0.754651636,0.460785239,236.6061318,0.569499092,1,17,-0.024502742,-2.244443898,4.254743205,-0.527515714,0.604652735,196.3510093,0.278272828,1,17,-0.041770794
Carex bella L. H. Bailey,-0.431586427,0.204653435,-2.108864813,0.045578592,1057.990962,4.447310798,1,24,0.121182309,0.000260627,0.000347998,0.748932882,0.46117538,180.7247946,0.560900462,1,24,-0.01787799,-8.074740122,4.213861506,-1.916232916,0.067319989,266.3865172,3.671948589,1,24,0.096558021,-3.997297855,3.65419213,-1.093893729,0.284859567,176.063141,1.19660349,1,24,0.007802777
Carex capillaris L.,0.60986032,0.326431669,1.868263337,0.088572837,-994.0543099,3.490407897,1,11,0.171865962,0.00115582,0.000527418,2.191469944,0.050837646,117.0501201,4.802540514,1,11,0.24062843,-6.444398812,6.725720808,-0.958172216,0.358562378,264.5204899,0.918093996,1,11,-0.006872408,-1.422272539,8.795715231,-0.161700612,0.874473447,203.8613519,0.026147088,1,11,-0.08832214
Carex chalciolepis Holm,-0.346496656,0.139584331,-2.482346365,0.017586046,887.176436,6.162043474,1,38,0.116888691,-0.000233727,0.000200736,-1.164350522,0.251540181,219.5773718,1.355712138,1,38,0.009038387,-2.464534351,2.980965965,-0.826756957,0.413536257,220.2927686,0.683527066,1,38,-0.008181078,-6.782410961,2.919914223,-2.322811714,0.025642036,157.1866555,5.395454257,1,38,0.101288357
Carex crandallii Gandoger,-0.139674825,0.25339617,-0.55121127,0.58730635,495.3902494,0.303833865,1,21,-0.032677974,0.000351538,0.000423875,0.829342507,0.416238595,191.8470417,0.687808993,1,21,-0.014394769,-9.779017575,4.686634375,-2.086575737,0.049304694,297.8382188,4.353798305,1,21,0.132279916,-12.05189252,5.359595352,-2.248657171,0.035395661,140.1093862,5.056459074,1,21,0.155679598
Carex ebenea Rydberg,-0.471285464,0.139648996,-3.374785918,0.001859662,1139.682289,11.38917999,1,34,0.228891114,-5.20828E-05,0.000326797,-0.15937338,0.874317705,209.9132218,0.025399874,1,34,-0.028643311,-4.673325901,3.542349412,-1.31927299,0.195893868,243.5122881,1.740481222,1,34,0.020718278,-7.950619341,3.145477503,-2.5276351,0.016298104,155.2648429,6.388939198,1,34,0.133426114
Carex elynoides Holm,-0.282319911,0.187119304,-1.508769566,0.140595135,762.2142471,2.276385604,1,34,0.035185027,-1.64294E-05,0.000318959,-0.051509664,0.959220843,203.7894595,0.002653245,1,34,-0.029331439,-8.593938925,3.971344323,-2.163987362,0.037581424,270.558572,4.682841304,1,34,0.09520607,-8.205763893,3.597433315,-2.281005143,0.028934285,149.6927795,5.202984461,1,34,0.107210829
Carex haydeniana Olney,-0.917058703,0.249292184,-3.678650049,0.001125204,2031.147474,13.53246618,1,25,0.325244331,-0.00013821,0.000456117,-0.303014886,0.76438566,224.3362154,0.091818021,1,25,-0.036194347,-12.3285691,5.479432487,-2.249971896,0.033498515,314.7654941,5.062373534,1,25,0.135131497,-21.59956294,5.063601199,-4.265652466,0.000249828,76.65609893,18.19579096,1,25,0.398089503
Carex illota L. H. Bailey,-0.535922508,0.215436586,-2.4876114,0.021341397,1273.2299,6.188210475,1,21,0.190825743,-0.000616756,0.000355427,-1.735251214,0.09734981,258.6758548,3.011096774,1,21,0.083756973,-3.785103384,4.162970518,-0.909231369,0.373545659,240.3123607,0.826701683,1,21,-0.007939739,-10.32670935,4.456125068,-2.317419101,0.030661389,142.9869871,5.37043129,1,21,0.165732264
Carex maritima Gunnerus,-0.110579277,0.398241931,-0.277668593,0.787539727,437.7245037,0.077099847,1,9,-0.10167346,0.000224549,0.000604754,0.371307035,0.718999111,200.9364353,0.137868914,1,9,-0.094347062,-5.978318732,8.099705756,-0.738090853,0.479261805,267.5049187,0.544778107,1,9,-0.047693292,-5.158895902,7.706637427,-0.669409447,0.520035831,187.0328923,0.448109008,1,9,-0.058412852
Carex microglochin Wahlenberg,0.633736929,0.556464537,1.138863102,0.284165331,-1034.867914,1.297009166,1,9,0.028844217,0.000630564,0.000817901,0.770953666,0.460494128,170.5922617,0.594369556,1,9,-0.042277968,-1.443663272,10.89301332,-0.132531122,0.897479975,234.6186082,0.017564498,1,9,-0.108946878,5.735701411,12.88952757,0.444989266,0.666837081,260.1950015,0.198015447,1,9,-0.087191042
Carex misandra R. Brown,-0.148853926,0.324909252,-0.458140005,0.656646031,500.886003,0.209892264,1,10,-0.077386491,0.000507906,0.000557569,0.910929706,0.383764986,169.2644805,0.829792929,1,10,-0.015716558,-7.459616808,5.449622848,-1.368831755,0.201012146,268.3706445,1.873700374,1,10,0.073582821,-10.10215851,5.782846505,-1.746917976,0.111234012,141.6465068,3.051722414,1,10,0.15719936
Carex nelsonii Mackenzie in Rydberg,-0.021347493,0.230684032,-0.092539969,0.927189735,258.9228366,0.008563646,1,20,-0.049550601,0.000531195,0.0003563,1.490866201,0.151600717,174.1674175,2.222682029,1,20,0.055019553,-3.388224588,4.29889814,-0.78816117,0.439844831,244.5445535,0.62119803,1,20,-0.018369542,-3.179671872,5.293507852,-0.600673875,0.554803952,196.8429062,0.360809104,1,20,-0.031393197
Carex nigricans C. A. Meyer,0.021525729,0.16505691,0.130413983,0.897205714,169.5269753,0.017007807,1,27,-0.036384199,1.85189E-05,0.000293515,0.063093451,0.950156871,210.6921598,0.003980784,1,27,-0.036884163,-1.470859204,3.530755432,-0.416584845,0.680275369,224.0610137,0.173542933,1,27,-0.030414034,0.853913285,3.741754922,0.228211976,0.821200991,217.6068357,0.052080706,1,27,-0.035040532
Carex norvegica Retzius ssp stevenii (Holm) D. Murray,-0.373034591,0.29729894,-1.254745782,0.233458925,951.9544025,1.574386978,1,12,0.042314027,-0.00022102,0.00068935,-0.320620938,0.754012214,228.6512665,0.102797786,1,12,-0.074131802,-8.080264113,6.7532853,-1.196493818,0.254609057,279.0481029,1.431597457,1,12,0.032132995,-13.41104367,7.163557847,-1.872120524,0.085754564,130.5085408,3.504835258,1,12,0.161551878
Carex nova L. H. Bailey,-0.043821236,0.163783469,-0.267555918,0.790611591,293.8906189,0.071586169,1,35,-0.026471966,-0.000299918,0.000247179,-1.213362995,0.233116376,230.7981325,1.472249758,1,35,0.012948194,-0.360648273,3.229283028,-0.111680602,0.911714693,209.8864262,0.012472557,1,35,-0.028205019,-5.190332574,3.228714934,-1.60755368,0.116918124,173.920374,2.584228834,1,35,0.042151426
